2,,,jurlebedev.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,384401195725433461728219761991859722385141,b'sha256WithRSAEncryption',b'20201231020304Z',b'20201002020304Z',Other,https://jurlebedev.ru/wp-content/languages/BPD/Popularenlinea/Home.html
3,,,citacrsucursales.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,398958487772549625542225963653940622666347,b'sha256WithRSAEncryption',b'20210208152405Z',b'20201110152405Z',Other,https://citacrsucursales.com/
4,,,services.runescape.com-acceptgift.xyz,US,Let's Encrypt,Let's Encrypt Authority X3,2,288939375618447643205540194058048111842311,b'sha256WithRSAEncryption',b'20210209153740Z',b'20201111153740Z',Other,https://services.runescape.com-acceptgift.xyz/
5,,,blackwood.biz.ua,US,Let's Encrypt,Let's Encrypt Authority X3,2,307435156863807950990901960805022353319386,b'sha256WithRSAEncryption',b'20210105175800Z',b'20201007175800Z',Internal Revenue Service,https://blackwood.biz.ua/irswin.html#11
2815,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,https://xolxol.phphphrunescape.com-de.ru/
2816,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,https://phphphrunescape.com-de.ru/
2817,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://xolxol.phphphrunescape.com-de.ru/
2818,,,hvfbmrc.cn,US,Let's Encrypt,Let's Encrypt Authority X3,2,349203726887573616817461165891839775132600,b'sha256WithRSAEncryption',b'20210116224003Z',b'20201018224003Z',Other,https://hvfbmrc.cn/
2819,,,blog.venouslaserclinic.com.br,US,Let's Encrypt,Let's Encrypt Authority X3,2,291829637159587371514300150220201303983335,b'sha256WithRSAEncryption',b'20201217111112Z',b'20200918111112Z',Other,https://blog.venouslaserclinic.com.br/ASB/Asb/index.htm
2820,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,https://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;id=991468f7ff3dea010b786f78c497bce3991468f7ff3dea010b786f78c497bce3&amp;session=991468f7ff3dea010b786f78c497bce3991468f7ff3dea010b786f78c497bce3
2821,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12930802249339462111285231705850009006,b'ecdsa-with-SHA256',b'20210719120000Z',b'20200719000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,https://fedexvoyager.com/
2822,,,*.cloudaccess.host,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20063174063412794089059997518998263581,b'sha256WithRSAEncryption',b'20211201120000Z',b'20191003000000Z',"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
",Other,https://spare-bnk1-oss.cloudaccess.host/IDLog-on/5bee94749df1ce8268025b6286ced0d8/
2823,,,*.cloudaccess.host,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20063174063412794089059997518998263581,b'sha256WithRSAEncryption',b'20211201120000Z',b'20191003000000Z',"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
",Other,https://spare-bnk1-oss.cloudaccess.host/IDLog-on/
2824,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,18833210761042184283091732453720880636,b'ecdsa-with-SHA256',b'20211011120000Z',b'20201011000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,https://domainwebdmgno.ga/?xid=d74e9a9987eb4526bc20c3d85d05e1ba
2825,,,*.surge.sh,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,84905390441041361851946969369061782407,b'sha256WithRSAEncryption',b'20210423235959Z',b'20200224000000Z',Other,https://snailmail.surge.sh/?ppt=68747470733a2f2f676363706e7463632e7a6170746f2e6f72672f646c786d616d626267363471796b7933
2826,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
",Other,https://atualizarcc.weebly.com/
2827,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,14731968682186119470824698171478340026,b'ecdsa-with-SHA256',b'20210821120000Z',b'20200821000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,https://boggze.com/
2828,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,14731968682186119470824698171478340026,b'ecdsa-with-SHA256',b'20210821120000Z',b'20200821000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,http://boggze.com/
2829,,,autodiscover.mmagripark.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,402449511365212816568327750861649946542836,b'sha256WithRSAEncryption',b'20210111175155Z',b'20201013175155Z',Other,https://minivantrippers.com/kd/pl/gene/index.html?#email_redacted
2830,,,wyliczenia-sprawdzaj.eu,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,140528354789271965642853706805817503061,b'sha256WithRSAEncryption',b'20211018235959Z',b'20201018000000Z',Other,https://wyliczenia-sprawdzaj.eu
2831,,,hvfbmrc.cn,US,Let's Encrypt,Let's Encrypt Authority X3,2,349203726887573616817461165891839775132600,b'sha256WithRSAEncryption',b'20210116224003Z',b'20201018224003Z',Other,https://card-security-center.hvfbmrc.cn
2832,,,hvfbmrc.cn,US,Let's Encrypt,Let's Encrypt Authority X3,2,349203726887573616817461165891839775132600,b'sha256WithRSAEncryption',b'20210116224003Z',b'20201018224003Z',Other,https://card-customer-center.hvfbmrc.cn
2833,,,grillakademie-duesseldorf.de,US,Let's Encrypt,Let's Encrypt Authority X3,2,288023190321946741202778707105269916228712,b'sha256WithRSAEncryption',b'20201225215313Z',b'20200926215313Z',Other,https://grillakademie-duesseldorf.de/wp-content/plugins/ultimate-tag-cloud-widget/src/app345356683456789087654323456789765234567/
2834,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://www.phwww.phphrunescape.com-de.ru/
2835,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://phwww.phphrunescape.com-de.ru/
2836,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,https://www.xolxol.phwww.phphrunescape.com-de.ru/
2837,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://xolxol.phwww.phphrunescape.com-de.ru/
2838,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://www.xolxol.phwww.phphrunescape.com-de.ru/
2839,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,https://xolxol.phwww.phphrunescape.com-de.ru/
2840,,,amazon.automatic-security.digital,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,184673277498134874048963533242423146253,b'sha256WithRSAEncryption',b'20211017235959Z',b'20201017000000Z',Other,https://www.amazon.automatic-security.digital/
2841,,,amazon.automatic-security.digital,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,184673277498134874048963533242423146253,b'sha256WithRSAEncryption',b'20211017235959Z',b'20201017000000Z',Other,http://amazon.automatic-security.digital/
2842,,,amazon.automatic-security.digital,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,184673277498134874048963533242423146253,b'sha256WithRSAEncryption',b'20211017235959Z',b'20201017000000Z',Other,https://amazon.automatic-security.digital/
2843,,,goodtimebar.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,239209488360703184807630298835496373102,b'sha256WithRSAEncryption',b'20210126235959Z',b'20201028000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://goodtimebar.com/images/com/att/login.htm
2844,US,Google LLC,web.app,US,Google Trust Services,GTS CA 1O1,2,2839227606052631490449856778236829062,b'sha256WithRSAEncryption',b'20210414223023Z',b'20200415223023Z',"http://crl.pki.goog/GTS1O1.crl
",Other,https://tqfaojtify.web.app/
2845,,,hvfbmrc.cn,US,Let's Encrypt,Let's Encrypt Authority X3,2,349203726887573616817461165891839775132600,b'sha256WithRSAEncryption',b'20210116224003Z',b'20201018224003Z',Other,https://card-security-center.hvfbmrc.cn/
2846,,,hvfbmrc.cn,US,Let's Encrypt,Let's Encrypt Authority X3,2,349203726887573616817461165891839775132600,b'sha256WithRSAEncryption',b'20210116224003Z',b'20201018224003Z',Other,https://hvfbmrc.cn
2847,,,hvfbmrc.cn,US,Let's Encrypt,Let's Encrypt Authority X3,2,349203726887573616817461165891839775132600,b'sha256WithRSAEncryption',b'20210116224003Z',b'20201018224003Z',Other,https://card-customer-center.hvfbmrc.cn/
2848,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://phphrunescape.com-de.ru/
2849,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,https://xolxol.phphrunescape.com-de.ru/
2850,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://xolxol.phphrunescape.com-de.ru/
2851,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,https://www.xolxol.phphrunescape.com-de.ru/
2852,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,16647803432955160590305806295808733922,b'ecdsa-with-SHA256',b'20211017235959Z',b'20201018000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,https://pubgmobilecz.com/
2853,,,redes2deactivacionbn.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,264071314073362747438505968723413747005,b'sha256WithRSAEncryption',b'20211016235959Z',b'20201016000000Z',Other,https://redes2deactivacionbn.com/BNlWeb/lnicio/logins.do
2854,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,https://www.phrunescape.com-de.ru/
2855,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://www.phrunescape.com-de.ru/
2856,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://www.phphwww.runescape.com-de.ru/
2857,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,https://phphwww.runescape.com-de.ru/
2858,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://phphwww.runescape.com-de.ru/
2859,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://xolxol.phphwww.runescape.com-de.ru/
2860,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,https://www.xolxol.phphwww.runescape.com-de.ru/
2861,,,bhthsvu.cn,US,Let's Encrypt,Let's Encrypt Authority X3,2,380517649999176701876862959685723661137853,b'sha256WithRSAEncryption',b'20210115134309Z',b'20201017134309Z',Other,https://bhthsvu.cn/
2862,,,netflix.billing-error.co.uk,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,52208592597425510785295841244812641122,b'sha256WithRSAEncryption',b'20211017235959Z',b'20201017000000Z',Other,https://netflix.billing-error.co.uk/Login.php?sessionID=4pYskVuCLAElIkNXI0jS40Xi7TEm9Otd5WpMq0aZObkbT4DsN3T3jcdFcXEZ4FgbcU32PGQkoltMsKuwP23DmEZYEBK5NenmzIl2&amp;error=Login
2863,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,https://www.phwww.runescape.com-de.ru/
2864,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://phwww.runescape.com-de.ru/
2865,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://www.phwww.runescape.com-de.ru/
2866,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://www.runescape.com-de.ru/
2867,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://runescape.com-de.ru/
2868,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,https://www.runescape.com-de.ru/
2869,,,bhthsvu.cn,US,Let's Encrypt,Let's Encrypt Authority X3,2,380517649999176701876862959685723661137853,b'sha256WithRSAEncryption',b'20210115134309Z',b'20201017134309Z',Other,https://card-mail-center.bhthsvu.cn
2870,,,com-as.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,272439287511974744430221816019827381113442,b'sha256WithRSAEncryption',b'20210119142522Z',b'20201021142522Z',RuneScape,"https://secure.runescape.com-as.ru/m=weblogin/loginform619,576,684,17818589,2167"
2871,,,redacrecenter.org,US,Let's Encrypt,Let's Encrypt Authority X3,2,341402231376380133849099163753783878065608,b'sha256WithRSAEncryption',b'20210206153627Z',b'20201108153627Z',Other,https://redacrecenter.org/wp-includes/fonts/Archive1/Archive1/Archive/index.php?error=1
2872,,,bhthsvu.cn,US,Let's Encrypt,Let's Encrypt Authority X3,2,380517649999176701876862959685723661137853,b'sha256WithRSAEncryption',b'20210115134309Z',b'20201017134309Z',Other,https://card-mail-center.bhthsvu.cn/
2873,,,*.000webhostapp.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,2228254079092510724983124338469064688,b'sha256WithRSAEncryption',b'20210710120000Z',b'20190611000000Z',"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
",Other,https://vk-sdamkv74.000webhostapp.com/
2874,,,webcindario.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,342245208760649837686543033369440661184156,b'sha256WithRSAEncryption',b'20210105022100Z',b'20201007022100Z',Other,https://bancabancolombia.webcindario.com
2875,,,webcindario.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,342245208760649837686543033369440661184156,b'sha256WithRSAEncryption',b'20210105022100Z',b'20201007022100Z',Other,https://bancabancolombia.webcindario.com/
2876,,,popieraj-internetowo.eu,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,101731831235723338236465129816776197824,b'sha256WithRSAEncryption',b'20211017235959Z',b'20201017000000Z',Other,https://popieraj-internetowo.eu
2877,,,werdykt-internetowy.eu,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,187335993963708299651012985918977823420,b'sha256WithRSAEncryption',b'20211017235959Z',b'20201017000000Z',Other,https://werdykt-internetowy.eu
2878,,,walka-akceptuj.eu,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,153542074208000451382504404394975575186,b'sha256WithRSAEncryption',b'20211017235959Z',b'20201017000000Z',Other,https://walka-akceptuj.eu
2879,,,redacrecenter.org,US,Let's Encrypt,Let's Encrypt Authority X3,2,341402231376380133849099163753783878065608,b'sha256WithRSAEncryption',b'20210206153627Z',b'20201108153627Z',Other,https://redacrecenter.org/wp-includes/fonts/Archive1/Archive1/Archive/enterpassword.php?JbG5H81602848943490df03d2e0c16eec082c29459a35440490df03d2e0c16eec082c29459a35440490df03d2e0c16eec082c29459a35440490df03d2e0c16eec082c29459a35440490df03d2e0c16eec082c29459a35440&amp;AP___=jolson@feiinc.com&amp;error=
2880,,,pkwmobilede.de,US,DigiCert Inc,GeoTrust TLS DV RSA Mixed SHA256 2020 CA-1,2,16613774348792902398431674878581778329,b'sha256WithRSAEncryption',b'20211013120000Z',b'20201013000000Z',Other,https://pkwmobilede.de/tan.html
2881,,,cpcontacts.lightpressprint.co.zw,US,Let's Encrypt,Let's Encrypt Authority X3,2,424746280251235431619660316923719126965200,b'sha256WithRSAEncryption',b'20201226133213Z',b'20200927133213Z',Other,https://lightpressprint.co.zw/OWA0101278992/2083/active/access1/frontend/filemanager/9433888/login/session/direct/linkedin/invite253D/checkpoint/index.php?bedxt={{email}}
2882,,,cpcontacts.lightpressprint.co.zw,US,Let's Encrypt,Let's Encrypt Authority X3,2,424746280251235431619660316923719126965200,b'sha256WithRSAEncryption',b'20201226133213Z',b'20200927133213Z',Other,https://lightpressprint.co.zw/OWA0101278992/2083/active/access1/frontend/filemanager/9433888/login/session/direct/linkedin/invite253D/checkpoint/
2883,,,cpcontacts.lightpressprint.co.zw,US,Let's Encrypt,Let's Encrypt Authority X3,2,424746280251235431619660316923719126965200,b'sha256WithRSAEncryption',b'20201226133213Z',b'20200927133213Z',Other,https://lightpressprint.co.zw/OWA0101278992/2083/active/access1/frontend/filemanager/9433888/login/session/direct/linkedin/invite253D/checkpoint
2884,,,3-uk-help.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,80647654205137055743881466761377892536,b'sha256WithRSAEncryption',b'20211015235959Z',b'20201015000000Z',Other,https://3-uk-help.com
2885,,,www.assnat.cm,FR,Gandi,Gandi Standard SSL CA 2,2,244375678848297211245582696164770192454,b'sha256WithRSAEncryption',b'20210919235959Z',b'20200919000000Z',"http://crl.usertrust.com/GandiStandardSSLCA2.crl
",Other,https://www.assnat.cm/templates/system/dsbanksms/bg-BG/index.html?id=dd9eb3ff6de392f95bd384bfc27bf45ccountry=Bg
